user,platform,komentar,timestamp,sentimen,cleaned_komentar
asmadi09,X,ga sopan bgt ngomong gitu,2024-12-23 15:19:54,negatif,ga sopan bgt ngomong gitu
chelseapurnawati,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:42:14,positif,biar keras niat
lulut68,X,ga sopan bgt ngomong gitu,2024-12-23 15:29:24,negatif,ga sopan bgt ngomong gitu
wahyuniajiono,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:38:21,negatif,ga lucu nyakitin hati yg jual
syahrini25,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:39:23,positif,ceramah tetep dapet relax aja guys
warsita98,X,gus miftah harus minta maaf sih ini,2024-12-23 15:23:03,negatif,gus miftah maaf sih
garangyuniar,X,ceramah apaan malah ngehina,2024-12-23 15:08:05,negatif,ceramah ngehina
marbunmariadi,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:20:56,positif,bener sih kadang netizen baper
banarasitorus,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:56:10,positif,bener sih kadang netizen baper
ssihotang,X,ga tau mau bilang apa,2024-12-23 15:28:10,netral,ga tau bilang
galionoanggriawan,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:57:49,positif,ni gus emg aja laku
zsimanjuntak,X,masih netral aja sih gw liatnya,2024-12-23 15:43:42,netral,netral aja sih gw liat
uda25,X,jujurly lucu banget sih ini 😭,2024-12-23 15:20:11,positif,jujurly lucu banget sih
andrianicemplunk,X,gus miftah harus minta maaf sih ini,2024-12-23 15:11:04,negatif,gus miftah maaf sih
jamil94,X,masih netral aja sih gw liatnya,2024-12-23 15:13:32,netral,netral aja sih gw liat
uwaislasmono,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:38:26,negatif,jual es teh jd insecure
gilang20,X,gw setuju sih ama omongannya gus,2024-12-23 15:44:18,positif,gw tuju sih ama omong gus
arsipatrahabibi,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:01:17,positif,biar keras niat
jmulyani,X,ga tau mau bilang apa,2024-12-23 15:05:33,netral,ga tau bilang
aramadan,X,gus miftah harus minta maaf sih ini,2024-12-23 15:56:11,negatif,gus miftah maaf sih
csihombing,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:35:18,positif,ceramah tetep dapet relax aja guys
hilda66,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:23:24,positif,ni gus emg aja laku
ezulaika,X,ceramah apaan malah ngehina,2024-12-23 15:57:47,negatif,ceramah ngehina
riyantikambali,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:53:45,negatif,ga lucu nyakitin hati yg jual
mandalapangeran,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:06:09,positif,bener sih kadang netizen baper
winarnowaluyo,X,masih netral aja sih gw liatnya,2024-12-23 15:16:59,netral,netral aja sih gw liat
estiawan84,X,gw setuju sih ama omongannya gus,2024-12-23 15:35:49,positif,gw tuju sih ama omong gus
uliwaskita,X,gus miftah harus minta maaf sih ini,2024-12-23 15:31:46,negatif,gus miftah maaf sih
queenrajata,X,gus miftah harus minta maaf sih ini,2024-12-23 15:41:23,negatif,gus miftah maaf sih
warsitamaryati,X,tergantung yg nonton juga sih,2024-12-23 15:09:47,netral,gantung yg nonton sih
indramangunsong,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:40:04,positif,biar keras niat
prasetyosiregar,X,hmm no comment deh,2024-12-23 15:36:53,netral,hmm no comment deh
jono87,X,masih netral aja sih gw liatnya,2024-12-23 15:33:27,netral,netral aja sih gw liat
lazuardiwarsa,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:42:26,negatif,ga lucu nyakitin hati yg jual
gastiandriani,X,waduh ini sih udah kelewat batas,2024-12-23 15:01:56,negatif,sih udah lewat batas
harsaya89,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:27:35,positif,bener sih kadang netizen baper
siregareluh,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:36:27,positif,ceramah tetep dapet relax aja guys
ghidayanto,X,hmm no comment deh,2024-12-23 15:26:12,netral,hmm no comment deh
msitompul,X,masih netral aja sih gw liatnya,2024-12-23 15:01:56,netral,netral aja sih gw liat
rendynasyiah,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:58:47,positif,biar keras niat
budimangara,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:01:57,positif,bener sih kadang netizen baper
lestariadika,X,hmm no comment deh,2024-12-23 15:46:56,netral,hmm no comment deh
nilam89,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:19:25,positif,biar keras niat
ilyas31,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:51:25,positif,biar keras niat
kenzie00,X,gus miftah harus minta maaf sih ini,2024-12-23 15:19:01,negatif,gus miftah maaf sih
budiyantoellis,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:27:02,negatif,ga lucu nyakitin hati yg jual
caketfarida,X,biasa aja sih,2024-12-23 15:55:22,netral,aja sih
gabriella08,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:30:57,positif,biar keras niat
dabukkelega,X,ga sopan bgt ngomong gitu,2024-12-23 15:27:04,negatif,ga sopan bgt ngomong gitu
tina66,X,jujurly lucu banget sih ini 😭,2024-12-23 15:56:18,positif,jujurly lucu banget sih
maryadigading,X,masih netral aja sih gw liatnya,2024-12-23 15:44:26,netral,netral aja sih gw liat
qwidodo,X,jujurly lucu banget sih ini 😭,2024-12-23 15:48:16,positif,jujurly lucu banget sih
harsana84,X,ga sopan bgt ngomong gitu,2024-12-23 15:27:32,negatif,ga sopan bgt ngomong gitu
danuja73,X,gue liat ini ya udah lah ya,2024-12-23 15:26:08,netral,gue liat ya udah ya
jabalmarbun,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:39:45,positif,biar keras niat
maryanto84,X,biasa aja sih,2024-12-23 15:24:01,netral,aja sih
nwidiastuti,X,waduh ini sih udah kelewat batas,2024-12-23 15:09:52,negatif,sih udah lewat batas
yuliartisidiq,X,waduh ini sih udah kelewat batas,2024-12-23 15:08:24,negatif,sih udah lewat batas
taswirirawan,X,gue liat ini ya udah lah ya,2024-12-23 15:05:40,netral,gue liat ya udah ya
janenatsir,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:05:13,positif,biar keras niat
asmiantohabibi,X,waduh ini sih udah kelewat batas,2024-12-23 15:46:50,negatif,sih udah lewat batas
kpuspasari,X,waduh ini sih udah kelewat batas,2024-12-23 15:15:14,negatif,sih udah lewat batas
nurdiyantiluthfi,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:36:05,positif,ceramah tetep dapet relax aja guys
oprastuti,X,biasa aja sih,2024-12-23 15:16:11,netral,aja sih
satyathamrin,X,ga sopan bgt ngomong gitu,2024-12-23 15:48:34,negatif,ga sopan bgt ngomong gitu
eluh94,X,tergantung yg nonton juga sih,2024-12-23 15:48:55,netral,gantung yg nonton sih
hidayatsetya,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:41:13,positif,ceramah tetep dapet relax aja guys
cahyaprastuti,X,biasa aja sih,2024-12-23 15:49:13,netral,aja sih
warta94,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:23:12,positif,bener sih kadang netizen baper
iaryani,X,hmm no comment deh,2024-12-23 15:46:21,netral,hmm no comment deh
maryadiina,X,masih netral aja sih gw liatnya,2024-12-23 15:41:01,netral,netral aja sih gw liat
tirtayasa51,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:08:58,positif,ni gus emg aja laku
banawiutama,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:23:29,positif,bener sih kadang netizen baper
caket55,X,waduh ini sih udah kelewat batas,2024-12-23 15:43:31,negatif,sih udah lewat batas
dabukkekamila,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:08:50,negatif,jual es teh jd insecure
nyanawinarno,X,gw setuju sih ama omongannya gus,2024-12-23 15:49:16,positif,gw tuju sih ama omong gus
widodogamanto,X,ga tau mau bilang apa,2024-12-23 15:52:55,netral,ga tau bilang
nurdiyantijayeng,X,waduh ini sih udah kelewat batas,2024-12-23 15:35:31,negatif,sih udah lewat batas
yancemarpaung,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:16:57,negatif,ga lucu nyakitin hati yg jual
hnarpati,X,gus miftah harus minta maaf sih ini,2024-12-23 15:27:20,negatif,gus miftah maaf sih
knasyiah,X,ceramah apaan malah ngehina,2024-12-23 15:11:57,negatif,ceramah ngehina
kaylamahendra,X,masih netral aja sih gw liatnya,2024-12-23 15:35:57,netral,netral aja sih gw liat
ardiantogalur,X,masih netral aja sih gw liatnya,2024-12-23 15:16:56,netral,netral aja sih gw liat
salsabilahassanah,X,gw setuju sih ama omongannya gus,2024-12-23 15:36:43,positif,gw tuju sih ama omong gus
elon13,X,gue liat ini ya udah lah ya,2024-12-23 15:02:08,netral,gue liat ya udah ya
fnababan,X,hmm no comment deh,2024-12-23 15:38:30,netral,hmm no comment deh
yuniargina,X,gue liat ini ya udah lah ya,2024-12-23 15:52:53,netral,gue liat ya udah ya
natsirqori,X,waduh ini sih udah kelewat batas,2024-12-23 15:49:20,negatif,sih udah lewat batas
pradanaperkasa,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:17:14,positif,biar keras niat
prabusalahudin,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:47:34,negatif,ga lucu nyakitin hati yg jual
mariadi97,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:49:53,positif,bener sih kadang netizen baper
reksa53,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:41:29,negatif,jual es teh jd insecure
usyi11,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:03:27,negatif,jual es teh jd insecure
kamidinmaheswara,X,biasa aja sih,2024-12-23 15:30:02,netral,aja sih
wulandaripurwadi,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:22:58,positif,ceramah tetep dapet relax aja guys
nurainisalimah,X,jujurly lucu banget sih ini 😭,2024-12-23 15:20:39,positif,jujurly lucu banget sih
narpatisalsabila,X,biasa aja sih,2024-12-23 15:10:25,netral,aja sih
irawansetya,X,gus miftah harus minta maaf sih ini,2024-12-23 15:53:42,negatif,gus miftah maaf sih
gunawaniriana,X,tergantung yg nonton juga sih,2024-12-23 15:15:29,netral,gantung yg nonton sih
tirtamanullang,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:20:21,negatif,ga lucu nyakitin hati yg jual
damu62,X,hmm no comment deh,2024-12-23 15:21:14,netral,hmm no comment deh
wanisaefullah,X,tergantung yg nonton juga sih,2024-12-23 15:35:27,netral,gantung yg nonton sih
harimaheswara,X,gw setuju sih ama omongannya gus,2024-12-23 15:44:04,positif,gw tuju sih ama omong gus
gamblang92,X,gue liat ini ya udah lah ya,2024-12-23 15:09:31,netral,gue liat ya udah ya
nasyiahcagak,X,jujurly lucu banget sih ini 😭,2024-12-23 15:21:09,positif,jujurly lucu banget sih
atma89,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:24:43,negatif,jual es teh jd insecure
baktiadiyulianti,X,jujurly lucu banget sih ini 😭,2024-12-23 15:59:11,positif,jujurly lucu banget sih
namagakarya,X,masih netral aja sih gw liatnya,2024-12-23 15:13:28,netral,netral aja sih gw liat
padmasariprima,X,ga tau mau bilang apa,2024-12-23 15:42:09,netral,ga tau bilang
suryatmidamu,X,gus miftah harus minta maaf sih ini,2024-12-23 15:23:53,negatif,gus miftah maaf sih
milasaputra,X,hmm no comment deh,2024-12-23 15:25:11,netral,hmm no comment deh
asirwadabudiyanto,X,waduh ini sih udah kelewat batas,2024-12-23 15:40:58,negatif,sih udah lewat batas
halim78,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:55:02,positif,ni gus emg aja laku
darmana70,X,ga tau mau bilang apa,2024-12-23 15:30:36,netral,ga tau bilang
adehutapea,X,jujurly lucu banget sih ini 😭,2024-12-23 15:47:00,positif,jujurly lucu banget sih
asmadimaheswara,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:33:55,positif,ni gus emg aja laku
samosirfathonah,X,jujurly lucu banget sih ini 😭,2024-12-23 15:32:30,positif,jujurly lucu banget sih
eja10,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:39:02,positif,ceramah tetep dapet relax aja guys
maryadi78,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:26:37,positif,bener sih kadang netizen baper
eja97,X,ceramah apaan malah ngehina,2024-12-23 15:35:29,negatif,ceramah ngehina
habibighaliyati,X,gus miftah harus minta maaf sih ini,2024-12-23 15:08:43,negatif,gus miftah maaf sih
artawastuti,X,gus miftah harus minta maaf sih ini,2024-12-23 15:31:38,negatif,gus miftah maaf sih
ahartati,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:52:11,negatif,jual es teh jd insecure
raisanainggolan,X,gus miftah harus minta maaf sih ini,2024-12-23 15:04:23,negatif,gus miftah maaf sih
nardi47,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:19:54,negatif,jual es teh jd insecure
permatamalik,X,ceramah apaan malah ngehina,2024-12-23 15:28:32,negatif,ceramah ngehina
wage88,X,masih netral aja sih gw liatnya,2024-12-23 15:37:39,netral,netral aja sih gw liat
mangunsongkezia,X,masih netral aja sih gw liatnya,2024-12-23 15:24:59,netral,netral aja sih gw liat
dongorannasrullah,X,ga tau mau bilang apa,2024-12-23 15:28:56,netral,ga tau bilang
elmasaptono,X,masih netral aja sih gw liatnya,2024-12-23 15:35:43,netral,netral aja sih gw liat
wira26,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:05:02,negatif,jual es teh jd insecure
ctamba,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:13:14,positif,ceramah tetep dapet relax aja guys
lestariartawan,X,masih netral aja sih gw liatnya,2024-12-23 15:22:53,netral,netral aja sih gw liat
wasitasaiful,X,masih netral aja sih gw liatnya,2024-12-23 15:27:58,netral,netral aja sih gw liat
kusumapurnawati,X,gue liat ini ya udah lah ya,2024-12-23 15:11:02,netral,gue liat ya udah ya
ridwan72,X,masih netral aja sih gw liatnya,2024-12-23 15:02:45,netral,netral aja sih gw liat
saputrasepti,X,gw setuju sih ama omongannya gus,2024-12-23 15:17:45,positif,gw tuju sih ama omong gus
nasyiahrahman,X,hmm no comment deh,2024-12-23 15:05:12,netral,hmm no comment deh
ysihombing,X,gue liat ini ya udah lah ya,2024-12-23 15:42:55,netral,gue liat ya udah ya
aswanihutapea,X,ceramah apaan malah ngehina,2024-12-23 15:03:03,negatif,ceramah ngehina
indrauwais,X,ceramah apaan malah ngehina,2024-12-23 15:25:52,negatif,ceramah ngehina
kala35,X,gw setuju sih ama omongannya gus,2024-12-23 15:17:42,positif,gw tuju sih ama omong gus
halima91,X,ceramah apaan malah ngehina,2024-12-23 15:36:27,negatif,ceramah ngehina
sabar39,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:00:31,positif,bener sih kadang netizen baper
prayogareza,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:40:49,positif,biar keras niat
gamantosetiawan,X,hmm no comment deh,2024-12-23 15:33:09,netral,hmm no comment deh
dimas87,X,gw setuju sih ama omongannya gus,2024-12-23 15:41:37,positif,gw tuju sih ama omong gus
hardiansyahnugraha,X,tergantung yg nonton juga sih,2024-12-23 15:49:58,netral,gantung yg nonton sih
sari34,X,ga sopan bgt ngomong gitu,2024-12-23 15:40:38,negatif,ga sopan bgt ngomong gitu
ysamosir,X,ga sopan bgt ngomong gitu,2024-12-23 15:00:07,negatif,ga sopan bgt ngomong gitu
prabowoelvin,X,ga tau mau bilang apa,2024-12-23 15:52:54,netral,ga tau bilang
yani01,X,tergantung yg nonton juga sih,2024-12-23 15:13:29,netral,gantung yg nonton sih
halimahbudi,X,gue liat ini ya udah lah ya,2024-12-23 15:49:38,netral,gue liat ya udah ya
jasminhakim,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:55:20,negatif,ga lucu nyakitin hati yg jual
waluyowaluyo,X,biasa aja sih,2024-12-23 15:28:17,netral,aja sih
atmaja72,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:10:07,positif,biar keras niat
dagel18,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:26:02,negatif,ga lucu nyakitin hati yg jual
olga08,X,gus miftah harus minta maaf sih ini,2024-12-23 15:11:57,negatif,gus miftah maaf sih
faridaghaliyati,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:22:01,negatif,ga lucu nyakitin hati yg jual
yastuti,X,tergantung yg nonton juga sih,2024-12-23 15:30:39,netral,gantung yg nonton sih
thamrinpranawa,X,ceramah apaan malah ngehina,2024-12-23 15:08:33,negatif,ceramah ngehina
purwadilatupono,X,ga sopan bgt ngomong gitu,2024-12-23 15:30:02,negatif,ga sopan bgt ngomong gitu
dutami,X,tergantung yg nonton juga sih,2024-12-23 15:26:38,netral,gantung yg nonton sih
belindaiswahyudi,X,hmm no comment deh,2024-12-23 15:10:44,netral,hmm no comment deh
ipalastri,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:04:12,negatif,jual es teh jd insecure
ivan30,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:35:10,negatif,ga lucu nyakitin hati yg jual
roktaviani,X,ceramah apaan malah ngehina,2024-12-23 15:11:23,negatif,ceramah ngehina
banarahastuti,X,biasa aja sih,2024-12-23 15:41:28,netral,aja sih
cornelia71,X,jujurly lucu banget sih ini 😭,2024-12-23 15:32:23,positif,jujurly lucu banget sih
emas13,X,biasa aja sih,2024-12-23 15:52:17,netral,aja sih
cayadilazuardi,X,gue liat ini ya udah lah ya,2024-12-23 15:51:43,netral,gue liat ya udah ya
waniyuniar,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:36:22,positif,biar keras niat
suryatmiendra,X,hmm no comment deh,2024-12-23 15:53:57,netral,hmm no comment deh
budi39,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:13:19,negatif,ga lucu nyakitin hati yg jual
ibun75,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:47:06,negatif,ga lucu nyakitin hati yg jual
uanggraini,X,masih netral aja sih gw liatnya,2024-12-23 15:56:44,netral,netral aja sih gw liat
dabukkezaenab,X,gw setuju sih ama omongannya gus,2024-12-23 15:33:45,positif,gw tuju sih ama omong gus
hasanahganjaran,X,masih netral aja sih gw liatnya,2024-12-23 15:14:11,netral,netral aja sih gw liat
ghabibi,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:03:18,positif,biar keras niat
unjani35,X,gus miftah harus minta maaf sih ini,2024-12-23 15:20:23,negatif,gus miftah maaf sih
pradiptakarsa,X,tergantung yg nonton juga sih,2024-12-23 15:57:33,netral,gantung yg nonton sih
dadiusada,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:57:21,negatif,jual es teh jd insecure
hidayatraharja,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:06:25,negatif,jual es teh jd insecure
pranowoasmianto,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:57:18,negatif,ga lucu nyakitin hati yg jual
dagel54,X,biasa aja sih,2024-12-23 15:47:32,netral,aja sih
knugroho,X,waduh ini sih udah kelewat batas,2024-12-23 15:40:17,negatif,sih udah lewat batas
wahyudinhendri,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:22:40,positif,ceramah tetep dapet relax aja guys
rahayupandu,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:57:22,negatif,jual es teh jd insecure
ihartati,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:07:06,negatif,ga lucu nyakitin hati yg jual
haryantiana,X,hmm no comment deh,2024-12-23 15:18:23,netral,hmm no comment deh
hartanamaulana,X,ga tau mau bilang apa,2024-12-23 15:17:42,netral,ga tau bilang
dadiramadan,X,tergantung yg nonton juga sih,2024-12-23 15:34:59,netral,gantung yg nonton sih
kusmawatijindra,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:17:59,negatif,jual es teh jd insecure
hastutilatika,X,gus miftah harus minta maaf sih ini,2024-12-23 15:07:40,negatif,gus miftah maaf sih
firgantorogandi,X,masih netral aja sih gw liatnya,2024-12-23 15:23:32,netral,netral aja sih gw liat
alika39,X,jujurly lucu banget sih ini 😭,2024-12-23 15:36:23,positif,jujurly lucu banget sih
nashiruddinmartaka,X,ga sopan bgt ngomong gitu,2024-12-23 15:01:26,negatif,ga sopan bgt ngomong gitu
karyawaluyo,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:36:21,positif,biar keras niat
prayitna19,X,gue liat ini ya udah lah ya,2024-12-23 15:56:18,netral,gue liat ya udah ya
muhammadwahyuni,X,ceramah apaan malah ngehina,2024-12-23 15:14:33,negatif,ceramah ngehina
sihotangbagiya,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:22:18,positif,ceramah tetep dapet relax aja guys
citrakuswoyo,X,gue liat ini ya udah lah ya,2024-12-23 15:35:14,netral,gue liat ya udah ya
riyantipatricia,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:58:35,positif,biar keras niat
permadieko,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:27:13,negatif,ga lucu nyakitin hati yg jual
novi12,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:06:10,negatif,jual es teh jd insecure
latif66,X,tergantung yg nonton juga sih,2024-12-23 15:52:36,netral,gantung yg nonton sih
