user,platform,komentar,timestamp,sentimen
iwastuti,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:44:32,negatif
ywibowo,X,ga tau mau bilang apa,2024-12-23 15:29:51,netral
mulyanto64,X,ceramah apaan malah ngehina,2024-12-23 15:18:45,negatif
hutagalungwarsa,X,waduh ini sih udah kelewat batas,2024-12-23 15:09:28,negatif
pangeranpermadi,X,ceramah apaan malah ngehina,2024-12-23 15:05:25,negatif
dwiwijaya,X,hmm no comment deh,2024-12-23 15:37:33,netral
kairav53,X,hmm no comment deh,2024-12-23 15:42:16,netral
ppertiwi,X,jujurly lucu banget sih ini 😭,2024-12-23 15:45:20,positif
nrahimah,X,jujurly lucu banget sih ini 😭,2024-12-23 15:26:01,positif
wawansaragih,X,ga tau mau bilang apa,2024-12-23 15:00:09,netral
vivilaksita,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:26:48,negatif
hendraagustina,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:19:09,positif
cahyadinarpati,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:39:29,negatif
sihotangpaulin,X,gue liat ini ya udah lah ya,2024-12-23 15:44:56,netral
kajen25,X,biasa aja sih,2024-12-23 15:51:54,netral
drajatwibowo,X,ceramah apaan malah ngehina,2024-12-23 15:34:13,negatif
ilatupono,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:27:09,positif
nyana99,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:45:21,positif
ayumaheswara,X,gus miftah harus minta maaf sih ini,2024-12-23 15:51:48,negatif
cager19,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:57:55,negatif
manahsafitri,X,hmm no comment deh,2024-12-23 15:59:52,netral
muhammad37,X,tergantung yg nonton juga sih,2024-12-23 15:50:21,netral
oman74,X,waduh ini sih udah kelewat batas,2024-12-23 15:12:43,negatif
wartasaragih,X,biasa aja sih,2024-12-23 15:55:04,netral
wardianto,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:19:18,positif
raden54,X,waduh ini sih udah kelewat batas,2024-12-23 15:24:54,negatif
arsipatra10,X,ga tau mau bilang apa,2024-12-23 15:29:27,netral
manullangjaya,X,masih netral aja sih gw liatnya,2024-12-23 15:04:55,netral
lulut70,X,hmm no comment deh,2024-12-23 15:41:00,netral
cawisonowastuti,X,ga sopan bgt ngomong gitu,2024-12-23 15:38:07,negatif
gmandasari,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:48:27,negatif
fitriani81,X,ceramah apaan malah ngehina,2024-12-23 15:33:36,negatif
sabrina61,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:01:06,positif
lidya80,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:59:12,positif
purwantiradika,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:40:18,positif
mansurkunthara,X,masih netral aja sih gw liatnya,2024-12-23 15:01:00,netral
ellisnurdiyanti,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:35:26,positif
handayaniemil,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:31:38,positif
maida98,X,hmm no comment deh,2024-12-23 15:06:03,netral
jatmiko56,X,gw setuju sih ama omongannya gus,2024-12-23 15:56:28,positif
haryantidasa,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:46:56,negatif
anggriawanrosman,X,ga sopan bgt ngomong gitu,2024-12-23 15:22:56,negatif
opunghariyah,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:43:49,positif
kwijayanti,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:56:45,positif
panca76,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:24:04,positif
rahmawatiwarsa,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:15:24,positif
padmawidiastuti,X,gw setuju sih ama omongannya gus,2024-12-23 15:31:39,positif
rama41,X,jujurly lucu banget sih ini 😭,2024-12-23 15:55:43,positif
olgarahmawati,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:45:33,positif
tmansur,X,tergantung yg nonton juga sih,2024-12-23 15:05:01,netral
mansurwisnu,X,ga sopan bgt ngomong gitu,2024-12-23 15:22:03,negatif
opratiwi,X,ga tau mau bilang apa,2024-12-23 15:40:59,netral
isuryatmi,X,tergantung yg nonton juga sih,2024-12-23 15:30:38,netral
asuartini,X,hmm no comment deh,2024-12-23 15:41:30,netral
anggrainijamil,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:23:45,negatif
warji75,X,ceramah apaan malah ngehina,2024-12-23 15:30:25,negatif
pradanaaurora,X,hmm no comment deh,2024-12-23 15:59:12,netral
ryuniar,X,waduh ini sih udah kelewat batas,2024-12-23 15:41:24,negatif
faridawahyu,X,ga sopan bgt ngomong gitu,2024-12-23 15:17:31,negatif
ian04,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:28:18,positif
harjajailani,X,gw setuju sih ama omongannya gus,2024-12-23 15:22:56,positif
hidayatolivia,X,waduh ini sih udah kelewat batas,2024-12-23 15:49:07,negatif
kamal61,X,ga tau mau bilang apa,2024-12-23 15:46:28,netral
pardi28,X,biasa aja sih,2024-12-23 15:19:00,netral
kenes15,X,ceramah apaan malah ngehina,2024-12-23 15:06:59,negatif
raditirawan,X,tergantung yg nonton juga sih,2024-12-23 15:22:03,netral
erahimah,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:10:51,positif
vhutagalung,X,hmm no comment deh,2024-12-23 15:25:02,netral
handayanilili,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:39:28,positif
hmulyani,X,waduh ini sih udah kelewat batas,2024-12-23 15:44:50,negatif
habibihesti,X,gw setuju sih ama omongannya gus,2024-12-23 15:13:05,positif
iriana29,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:41:34,positif
habibizalindra,X,hmm no comment deh,2024-12-23 15:22:24,netral
dabukkedaruna,X,tergantung yg nonton juga sih,2024-12-23 15:48:31,netral
hgunawan,X,ceramah apaan malah ngehina,2024-12-23 15:36:51,negatif
radenutami,X,jujurly lucu banget sih ini 😭,2024-12-23 15:43:03,positif
kadir05,X,ga sopan bgt ngomong gitu,2024-12-23 15:39:19,negatif
kenessaragih,X,gue liat ini ya udah lah ya,2024-12-23 15:04:58,netral
yulianaanggraini,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:35:53,negatif
harsana50,X,ceramah apaan malah ngehina,2024-12-23 15:00:06,negatif
rahimahtri,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:02:23,negatif
sitoruslatif,X,ga sopan bgt ngomong gitu,2024-12-23 15:08:15,negatif
edisonnurdiyanti,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:15:35,negatif
yuniaroskar,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:29:35,negatif
pudjiastutimahesa,X,tergantung yg nonton juga sih,2024-12-23 15:51:48,netral
baguskuswandari,X,jujurly lucu banget sih ini 😭,2024-12-23 15:53:33,positif
rafidsaefullah,X,gw setuju sih ama omongannya gus,2024-12-23 15:02:29,positif
wijayalimar,X,ceramah apaan malah ngehina,2024-12-23 15:07:55,negatif
suartinijamalia,X,gw setuju sih ama omongannya gus,2024-12-23 15:56:01,positif
saifulsantoso,X,hmm no comment deh,2024-12-23 15:12:38,netral
solehdabukke,X,biasa aja sih,2024-12-23 15:13:08,netral
galiono68,X,biasa aja sih,2024-12-23 15:07:03,netral
queeniswahyudi,X,masih netral aja sih gw liatnya,2024-12-23 15:21:06,netral
agustinamartana,X,waduh ini sih udah kelewat batas,2024-12-23 15:29:43,negatif
elon23,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:36:40,positif
janenashiruddin,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:43:48,positif
asirwanda38,X,biasa aja sih,2024-12-23 15:51:46,netral
mansurolivia,X,ceramah apaan malah ngehina,2024-12-23 15:08:54,negatif
anitasihombing,X,ceramah apaan malah ngehina,2024-12-23 15:35:30,negatif
jokowibisono,X,ga sopan bgt ngomong gitu,2024-12-23 15:16:07,negatif
ade23,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:15:36,positif
galiono75,X,biasa aja sih,2024-12-23 15:49:56,netral
hardana74,X,gw setuju sih ama omongannya gus,2024-12-23 15:48:09,positif
indra97,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:46:22,negatif
rafid63,X,gw setuju sih ama omongannya gus,2024-12-23 15:51:57,positif
zwijaya,X,ga sopan bgt ngomong gitu,2024-12-23 15:21:15,negatif
dacin98,X,gue liat ini ya udah lah ya,2024-12-23 15:04:46,netral
qlaksmiwati,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:53:48,positif
cintawidodo,X,masih netral aja sih gw liatnya,2024-12-23 15:26:24,netral
esaputra,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:26:51,positif
adriansyahsilvia,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:07:26,positif
vnapitupulu,X,gus miftah harus minta maaf sih ini,2024-12-23 15:53:14,negatif
dacin44,X,gue liat ini ya udah lah ya,2024-12-23 15:52:08,netral
bwidiastuti,X,biasa aja sih,2024-12-23 15:13:01,netral
nadineastuti,X,gue liat ini ya udah lah ya,2024-12-23 15:27:32,netral
asmadi89,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:15:02,negatif
niyagaramadan,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:48:08,positif
lintangfujiati,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:51:13,positif
npertiwi,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:36:31,negatif
xmayasari,X,biasa aja sih,2024-12-23 15:31:46,netral
pwulandari,X,jujurly lucu banget sih ini 😭,2024-12-23 15:38:39,positif
tambakemal,X,masih netral aja sih gw liatnya,2024-12-23 15:23:02,netral
cecep64,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:40:33,positif
haryantikemba,X,jujurly lucu banget sih ini 😭,2024-12-23 15:44:20,positif
jessica77,X,masih netral aja sih gw liatnya,2024-12-23 15:34:05,netral
jagapati04,X,ceramah apaan malah ngehina,2024-12-23 15:40:25,negatif
pradiptagasti,X,gw setuju sih ama omongannya gus,2024-12-23 15:25:43,positif
bakiantosamosir,X,gus miftah harus minta maaf sih ini,2024-12-23 15:08:57,negatif
dmelani,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:10:03,positif
cintaiswahyudi,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:02:18,negatif
esinaga,X,gus miftah harus minta maaf sih ini,2024-12-23 15:04:12,negatif
firgantororahmi,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:10:03,positif
elon22,X,biasa aja sih,2024-12-23 15:10:10,netral
karsanasiregar,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:03:23,negatif
oskar57,X,hmm no comment deh,2024-12-23 15:17:57,netral
eka14,X,ceramah apaan malah ngehina,2024-12-23 15:14:25,negatif
adityasetiawan,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:26:34,positif
eligunawan,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:20:11,negatif
rahmiusamah,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:25:26,positif
ranggahabibi,X,gw setuju sih ama omongannya gus,2024-12-23 15:38:01,positif
adriansyahbaktiono,X,tergantung yg nonton juga sih,2024-12-23 15:48:24,netral
ryulianti,X,gus miftah harus minta maaf sih ini,2024-12-23 15:50:05,negatif
lutfan83,X,tergantung yg nonton juga sih,2024-12-23 15:51:15,netral
rajasaibun,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:25:22,positif
vero62,X,ceramah apaan malah ngehina,2024-12-23 15:57:22,negatif
estiawansusanti,X,gue liat ini ya udah lah ya,2024-12-23 15:22:55,netral
nasyidahkardi,X,hmm no comment deh,2024-12-23 15:08:16,netral
makaramansur,X,gue liat ini ya udah lah ya,2024-12-23 15:27:36,netral
hidayatsyahrini,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:34:13,positif
gawatiwinarsih,X,gw setuju sih ama omongannya gus,2024-12-23 15:54:23,positif
bahuraksahutagalung,X,ga sopan bgt ngomong gitu,2024-12-23 15:59:25,negatif
prayogagaliono,X,biasa aja sih,2024-12-23 15:50:17,netral
fpermata,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:32:43,positif
permatagarda,X,gw setuju sih ama omongannya gus,2024-12-23 15:33:12,positif
ratna21,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:31:38,positif
omarnugroho,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:27:12,positif
novitasarimalika,X,gue liat ini ya udah lah ya,2024-12-23 15:29:10,netral
rajasaharsanto,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:34:03,negatif
kyuniar,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:49:53,negatif
situmorangcandra,X,ceramah apaan malah ngehina,2024-12-23 15:02:49,negatif
silvia27,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:22:52,negatif
elvinapangestu,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:18:02,positif
oktavianiibrani,X,gus miftah harus minta maaf sih ini,2024-12-23 15:31:13,negatif
jbudiyanto,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:25:57,negatif
setiawankezia,X,ceramah apaan malah ngehina,2024-12-23 15:27:11,negatif
zsinaga,X,hmm no comment deh,2024-12-23 15:01:10,netral
ikagunarto,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:00:43,positif
qanggraini,X,ceramah apaan malah ngehina,2024-12-23 15:00:04,negatif
dongorancengkal,X,waduh ini sih udah kelewat batas,2024-12-23 15:33:37,negatif
tsaragih,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:44:13,positif
nugrohorendy,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:32:42,positif
raharja33,X,tergantung yg nonton juga sih,2024-12-23 15:55:19,netral
npradana,X,ceramah apaan malah ngehina,2024-12-23 15:48:09,negatif
dramadan,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:06:03,negatif
tinarajata,X,hmm no comment deh,2024-12-23 15:53:30,netral
ulyamarbun,X,waduh ini sih udah kelewat batas,2024-12-23 15:23:51,negatif
oktavianibanara,X,gw setuju sih ama omongannya gus,2024-12-23 15:04:51,positif
qnarpati,X,gw setuju sih ama omongannya gus,2024-12-23 15:04:15,positif
gpradana,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:17:37,positif
kasiyah07,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:48:02,positif
xlailasari,X,gus miftah harus minta maaf sih ini,2024-12-23 15:23:18,negatif
hasanwasita,X,gue liat ini ya udah lah ya,2024-12-23 15:03:39,netral
kurniawankoko,X,ga tau mau bilang apa,2024-12-23 15:50:00,netral
cemplunk78,X,biasa aja sih,2024-12-23 15:02:50,netral
uyainahibrani,X,waduh ini sih udah kelewat batas,2024-12-23 15:29:14,negatif
mayasaritaufik,X,gus miftah harus minta maaf sih ini,2024-12-23 15:20:34,negatif
gandi40,X,gw setuju sih ama omongannya gus,2024-12-23 15:23:26,positif
caraka87,X,gus miftah harus minta maaf sih ini,2024-12-23 15:36:31,negatif
omardabukke,X,tergantung yg nonton juga sih,2024-12-23 15:57:13,netral
bahuwiryasitompul,X,ga sopan bgt ngomong gitu,2024-12-23 15:52:33,negatif
pgunarto,X,gue liat ini ya udah lah ya,2024-12-23 15:28:12,netral
safitridrajat,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:15:24,positif
perkasa43,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:27:06,negatif
maryadisiti,X,waduh ini sih udah kelewat batas,2024-12-23 15:00:23,negatif
utama00,X,waduh ini sih udah kelewat batas,2024-12-23 15:58:39,negatif
suryatmiganda,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:10:31,positif
prakasaprabu,X,gue liat ini ya udah lah ya,2024-12-23 15:47:58,netral
lamar33,X,gus miftah harus minta maaf sih ini,2024-12-23 15:33:56,negatif
paulinmaryadi,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:33:57,positif
marsudihassanah,X,ga tau mau bilang apa,2024-12-23 15:06:21,netral
yulia90,X,masih netral aja sih gw liatnya,2024-12-23 15:40:43,netral
najibsimbolon,X,biasa aja sih,2024-12-23 15:38:43,netral
samiahprakasa,X,gw setuju sih ama omongannya gus,2024-12-23 15:44:01,positif
rachelkusmawati,X,jujurly lucu banget sih ini 😭,2024-12-23 15:46:06,positif
cemanisantoso,X,hmm no comment deh,2024-12-23 15:44:47,netral
cornelia68,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:10:17,positif
abyasa43,X,hmm no comment deh,2024-12-23 15:29:09,netral
danuja65,X,gus miftah harus minta maaf sih ini,2024-12-23 15:54:56,negatif
garan36,X,ceramah apaan malah ngehina,2024-12-23 15:30:38,negatif
eminrahayu,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:36:56,negatif
ikhsanprasetyo,X,gw setuju sih ama omongannya gus,2024-12-23 15:01:33,positif
kezia47,X,gue liat ini ya udah lah ya,2024-12-23 15:04:45,netral
winarnodina,X,gw setuju sih ama omongannya gus,2024-12-23 15:47:06,positif
setyaaryani,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:10:22,positif
cager87,X,waduh ini sih udah kelewat batas,2024-12-23 15:15:01,negatif
rsiregar,X,ga tau mau bilang apa,2024-12-23 15:31:23,netral
ratih08,X,ceramah apaan malah ngehina,2024-12-23 15:02:58,negatif
utamibanawa,X,biasa aja sih,2024-12-23 15:12:44,netral
harjakurniawan,X,gw setuju sih ama omongannya gus,2024-12-23 15:03:49,positif
hhalimah,X,masih netral aja sih gw liatnya,2024-12-23 15:45:14,netral
mustika59,X,waduh ini sih udah kelewat batas,2024-12-23 15:05:20,negatif
dadisitompul,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:46:46,negatif
estiono92,X,ceramah apaan malah ngehina,2024-12-23 15:21:54,negatif
karyahalimah,X,tergantung yg nonton juga sih,2024-12-23 15:47:40,netral
ghariyah,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:50:02,negatif
amirajasa,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:17:08,positif
pfujiati,X,biasa aja sih,2024-12-23 15:29:09,netral
shakila64,X,tergantung yg nonton juga sih,2024-12-23 15:39:39,netral
najmudinyono,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:53:14,negatif
pradanajaga,X,masih netral aja sih gw liatnya,2024-12-23 15:54:25,netral
vimanpratiwi,X,tergantung yg nonton juga sih,2024-12-23 15:10:09,netral
indra53,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:58:33,positif
gadang14,X,gw setuju sih ama omongannya gus,2024-12-23 15:46:56,positif
gasti49,X,ga sopan bgt ngomong gitu,2024-12-23 15:08:30,negatif
jarwaprasetyo,X,tergantung yg nonton juga sih,2024-12-23 15:00:16,netral
edwardirawan,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:28:38,positif
onisuwarno,X,gw setuju sih ama omongannya gus,2024-12-23 15:41:22,positif
suartinibakijan,X,gus miftah harus minta maaf sih ini,2024-12-23 15:25:08,negatif
intan22,X,masih netral aja sih gw liatnya,2024-12-23 15:35:46,netral
vwidodo,X,biasa aja sih,2024-12-23 15:26:23,netral
prasetyaviolet,X,ga tau mau bilang apa,2024-12-23 15:21:19,netral
andrianiintan,X,gue liat ini ya udah lah ya,2024-12-23 15:52:14,netral
fthamrin,X,gw setuju sih ama omongannya gus,2024-12-23 15:45:57,positif
cakrabuana74,X,ga tau mau bilang apa,2024-12-23 15:45:59,netral
candrakanta20,X,ga tau mau bilang apa,2024-12-23 15:39:37,netral
pwinarsih,X,masih netral aja sih gw liatnya,2024-12-23 15:59:12,netral
candrasiregar,X,gus miftah harus minta maaf sih ini,2024-12-23 15:35:11,negatif
yuliartibakiono,X,waduh ini sih udah kelewat batas,2024-12-23 15:15:22,negatif
bagyapurwanti,X,ga sopan bgt ngomong gitu,2024-12-23 15:27:44,negatif
wulandarijail,X,tergantung yg nonton juga sih,2024-12-23 15:59:05,netral
yunita25,X,tergantung yg nonton juga sih,2024-12-23 15:51:29,netral
tsimanjuntak,X,gue liat ini ya udah lah ya,2024-12-23 15:22:45,netral
violetpermata,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:21:44,positif
harsanto82,X,waduh ini sih udah kelewat batas,2024-12-23 15:37:25,negatif
lmegantara,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:03:51,positif
malanainggolan,X,gw setuju sih ama omongannya gus,2024-12-23 15:45:51,positif
rajatamahmud,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:05:02,positif
rahmisiregar,X,masih netral aja sih gw liatnya,2024-12-23 15:39:12,netral
adikarayolanda,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:44:01,positif
lailasariirma,X,biasa aja sih,2024-12-23 15:19:49,netral
jailyuniar,X,ga tau mau bilang apa,2024-12-23 15:25:45,netral
usamahadiarja,X,hmm no comment deh,2024-12-23 15:06:26,netral
lhassanah,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:57:40,positif
handayaniayu,X,masih netral aja sih gw liatnya,2024-12-23 15:37:15,netral
winarsihtirtayasa,X,ceramah apaan malah ngehina,2024-12-23 15:10:12,negatif
mulyanigalih,X,ceramah apaan malah ngehina,2024-12-23 15:31:54,negatif
oktavianiarta,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:33:04,positif
vlatupono,X,biasa aja sih,2024-12-23 15:14:56,netral
puti80,X,gus miftah harus minta maaf sih ini,2024-12-23 15:10:19,negatif
nhariyah,X,hmm no comment deh,2024-12-23 15:59:14,netral
cemani26,X,gus miftah harus minta maaf sih ini,2024-12-23 15:34:12,negatif
eman94,X,gw setuju sih ama omongannya gus,2024-12-23 15:01:26,positif
zelaya96,X,ceramah apaan malah ngehina,2024-12-23 15:39:54,negatif
halimtina,X,ga tau mau bilang apa,2024-12-23 15:45:53,netral
saputramahdi,X,gw setuju sih ama omongannya gus,2024-12-23 15:22:57,positif
cawisadi67,X,tergantung yg nonton juga sih,2024-12-23 15:52:56,netral
